"Z23_1","Z23_2"
0.463703047949821,0.635889453114942
0.222694202326238,0.758877248736098
0.442133117699996,0.499687777366489
0.213325260905549,0.321365934563801
0.346428985707462,0.447783718816936
0.584215996786952,0.736080173170194
0.0635060321073979,0.316310630179942
0.331565889064223,0.843714577378705
0.793691319879144,0.163924239110202
0.680837942054495,0.959909184137359
0.856891382019967,0.273247587727383
0.937444997951388,0.74952531256713
0.55345403868705,0.250558678526431
0.84114697878249,0.27500058687292
0.0421045848634094,0.979307902511209
0.95482035772875,0.0660612937062979
0.877968518994749,0.369282639119774
0.908756835618988,0.535421465756372
0.555110962828621,0.0851334624458104
0.100247984752059,0.276023297337815
0.59816497983411,0.634645668324083
0.952811703085899,0.908188163070008
0.587247602408752,0.817581970244646
0.788828362477943,0.05474674818106
0.440749025903642,0.598886465653777
0.693540111882612,0.790448950836435
0.313058939529583,0.336635591462255
0.472166695864871,0.373445961391553
0.667590849334374,0.010223998920992
0.704150796169415,0.608349600574002
0.963063074043021,0.827212312025949
0.81434346945025,0.88318674848415
0.637303258990869,0.507441202178597
0.11251296964474,0.798808434279636
0.5166703495197,0.78806245024316
0.141871517291293,0.479028211673722
0.423501567915082,0.786133737070486
0.658693436300382,0.080947448965162
0.199357261415571,0.531364458147436
0.888197937281802,0.863892432302237
0.978102084482089,0.73872409760952
0.892899699741974,0.999835058348253
0.657501315232366,0.744725272525102
0.195287138689309,0.0619462872855365
0.748461445095018,0.639962228946388
0.931630356470123,0.165192472515628
0.451970925321802,0.208567260531709
0.371289619477466,0.811449689324945
0.816078946692869,0.120324849616736
0.323186362162232,0.988320275209844
0.567264830227941,0.936863753246143
0.412217387231067,0.851967417867854
0.61176318442449,0.927245817380026
0.984333662549034,0.968147647567093
0.159485829994082,0.277943838853389
0.754196541151032,0.74165278323926
0.460527803516015,0.416191703407094
0.795100308489054,0.0847203291486949
0.374721377156675,0.24202419561334
0.851371876429766,0.588050996419042
0.842213836032897,0.230604372918606
0.656843374250457,0.491445095045492
0.637335840379819,0.454680556897074
0.227019230602309,0.73274917784147
0.875242707785219,0.312314851209521
0.57690916582942,0.906472980277613
0.870312998769805,0.0743921496905386
0.820103770820424,0.391916146501899
0.707993823103607,0.734069578582421
0.952468694187701,0.419761555967852
0.28909058868885,0.02352798380889
0.373216218082234,0.716878291452304
0.140193645842373,0.169972603907809
0.831280873389915,0.0288988933898509
0.198543687816709,0.364337812410668
0.205349204828963,0.0435178910847753
0.0225530117750168,0.397641251096502
0.518421429209411,0.349553148495033
0.746035693213344,0.472537947352976
0.136197144864127,0.861445468617603
0.621511049568653,0.262079031672329
0.653483518864959,0.402214058209211
0.554080572444946,0.358257262967527
0.634365062229335,0.827954063657671
0.0845596012659371,0.0427621682174504
0.532702329335734,0.372746928595006
0.857102345442399,0.378474119119346
0.0424443886149675,0.886691829655319
0.874214546056464,0.590631775557995
0.363007877953351,0.14108920795843
0.583946727914736,0.263029469409958
0.560418635141104,0.617030443856493
0.754214064683765,0.525473190005869
0.802722485037521,0.789804138010368
0.112920925719664,0.0945694772526622
0.912290562177077,0.909008087357506
0.87802921468392,0.206801572581753
0.383046008180827,0.0493696925695986
0.750913554336876,0.416559389093891
0.892763838171959,0.320082703139633
0.433843793347478,0.409018314443529
0.654889336088672,0.714543752372265
0.269192700274289,0.95148425269872
0.711722310166806,0.410352135077119
0.605770799331367,0.413101180456579
0.605844332138076,0.784100293880329
0.697343379259109,0.309830906335264
0.836933880578727,0.413303805049509
0.931202051229775,0.274015897419304
0.901973696658388,0.374430231750011
0.568290849449113,0.282043304527178
0.055828589014709,0.117640983080491
0.883264800067991,0.960248130373657
0.416196629637852,0.673131356947124
0.146524474723265,0.323226171545684
0.140981754520908,0.508543662494048
0.295278501464054,0.308276951080188
0.210598013130948,0.673005193239078
0.12797611951828,0.546573523664847
0.430157315917313,0.219889302039519
0.459117142483592,0.713972128927708
0.476121419342235,0.542288411175832
0.0145846595987678,0.841994738439098
0.692303163232282,0.765129249542952
0.502515779342502,0.885916427243501
0.778015463845804,0.178513950668275
0.59192847693339,0.0772425553295761
0.574373372131959,0.443997712340206
0.798442496685311,0.422230375232175
0.793844911968336,0.0910349558107555
0.354341718368232,0.524525730870664
0.362243919400498,0.374236951116472
0.351137491408736,0.191811085212976
0.133204076439142,0.846681574592367
0.635360894724727,0.881247679004446
0.138972902903333,0.67785377940163
0.881065069697797,0.952202317770571
0.197097600437701,0.441424798220396
0.17183918855153,0.587275724159554
0.469127085525542,0.72711919224821
0.258495078422129,0.983867935603485
0.360374545445666,0.777553780702874
0.886320573510602,0.310582356061786
0.284686469240114,0.215812596259639
0.63889369321987,0.475178062682971
0.213049091631547,0.862234171712771
0.922378296032548,0.498192357132211
0.751443756278604,0.138781883753836
0.290162114659324,0.987920074258
0.77015680866316,0.462944402825087
0.605251379776746,0.48416892811656
0.885652793338522,0.868956087622792
0.667146638967097,0.133915585465729
0.108876308891922,0.247919853543863
0.718058001482859,0.0234946326818317
0.64326603221707,0.795613138703629
0.108185061486438,0.204568563494831
0.986803692532703,0.710628195200115
0.761893462389708,0.466784178977832
0.397032342385501,0.450308680301532
0.476324103074148,0.576211377279833
0.196206741034985,0.329442735994235
0.384858842473477,0.993121085455641
0.957960756728426,0.268617663532495
0.588983160909265,0.0823802968952805
0.440303767332807,0.594646207988262
0.627382132923231,0.722681769402698
0.230837253388017,0.789684214396402
0.117042896570638,0.515638078330085
0.281063532689586,0.454573221504688
0.784411820815876,0.956187772331759
0.370953406440094,0.809291195124388
0.0798654509708285,0.203706569038332
0.0321478333789855,0.184350267518312
0.0725768776610494,0.955881398636848
0.796094069490209,0.237864167662337
0.716147478669882,0.862859175074846
0.349971992662176,0.225868464913219
0.250856988597661,0.673569332109764
0.662426815135404,0.978914062958211
0.155457573710009,0.741040158318356
0.88892288855277,0.742792004020885
0.443209254881367,0.966223350958899
0.919076848309487,0.815509857842699
0.606962855439633,0.81948785786517
0.862349201692268,0.713931202888489
0.896601285319775,0.0735167369712144
0.711701525375247,0.272727341391146
0.803513900842518,0.767792280064896
0.786052104784176,0.936080831568688
0.418484134599566,0.269006008747965
0.260882270056754,0.214171132538468
0.15335571905598,0.870759606128559
0.304585965583101,0.69354771845974
0.229604554828256,0.645919695496559
0.881593774538487,0.950169415678829
0.697506639407948,0.017454725690186
0.0113718053326011,0.456248848699033
0.0293612806126475,0.0909772261511534
0.570585035253316,0.549791123252362
0.0514908239711076,0.504300225060433
0.444072385784239,0.647049053572118
0.818876648088917,0.893318478483707
0.36838737083599,0.375956335570663
0.769465156365186,0.346113862236962
0.912827160442248,0.861665235599503
0.014602409908548,0.704535098047927
0.0280726803466678,0.950403655180708
0.134680155897513,0.113872074754909
0.732809711480513,0.278636883478612
0.451152003370225,0.387960559688509
0.63856577896513,0.811824832577258
0.933815472060814,0.16987716848962
0.967770473333076,0.00256435433402658
0.118518823990598,0.502102848375216
0.154511028202251,0.519336890196428
0.351336410269141,0.252815597923473
0.176601181505248,0.26143116177991
0.643384477589279,0.9831257017795
0.0613266823347658,0.818240526597947
0.119218908483163,0.665158570744097
0.682943746913224,0.659652910428122
0.902698021614924,0.793945502489805
0.452428288757801,0.440184399252757
0.501737036276609,0.980325195007026
0.64572212449275,0.00211560307070613
0.70015374594368,0.117641779594123
0.782541316468269,0.123495863517746
0.18364847660996,0.0621142846066505
0.202232345705852,0.811558161163703
0.739511723862961,0.37654737289995
0.070184167008847,0.7863627623301
0.878674821229652,0.0108056094031781
0.96202963241376,0.391085214214399
0.92237008176744,0.0221648758742958
0.738960242830217,0.989151126006618
0.760163730476052,0.0111630782485008
0.529123980551958,0.663311745738611
0.0851990301162004,0.591167553327978
0.406738570891321,0.0967132074292749
0.830616394989192,0.350286002270877
0.542584037873894,0.370106859831139
0.665985333267599,0.0416398392990232
0.887719915248454,0.460013055242598
0.731265090871602,0.570173736661673
0.51448492333293,0.977571291150525
0.110390732297674,0.0292286381591111
0.35312832496129,0.428900843253359
0.366662224754691,0.24929286679253
0.312686839606613,0.772378895664588
0.212574117816985,0.927799278171733
0.0963022271171212,0.355336606036872
0.511242172215134,0.528866881038994
0.417847755830735,0.616162502206862
0.464862035354599,0.331698256311938
0.776412063045427,0.927894548512995
0.863562626298517,0.339698058320209
0.362250871257856,0.925627066055313
0.68326031207107,0.225694825639948
0.901769471121952,0.386810757685453
0.0171321914531291,0.773837560554966
0.323752333642915,0.241465019294992
0.0105998110957444,0.693051849491894
0.862343054497615,0.774016507202759
0.742907800013199,0.897467759205028
0.384681658586487,0.209288116544485
0.105985250556841,0.0251512622926384
0.502554236911237,0.397118811961263
0.135618168860674,0.266488991677761
0.473694774089381,0.207566220313311
0.456954547902569,0.800324652576819
0.0463285706937313,0.0602345357183367
0.792112990282476,0.865034350426868
0.136998025234789,0.245614651124924
0.646984683349729,0.457589777885005
0.175448712194338,0.139067313401029
